task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
275	c3/b9a7f7	40831	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (D2453159_S01_L001)	COMPLETED	0	2025-04-17 17:04:18.740	3.7s	1s	69.5%	6.7 MB	28.1 MB	26.9 MB	95.2 KB
273	b6/708fa0	40758	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (D1490961_S01_L001)	COMPLETED	0	2025-04-17 17:04:16.673	6.7s	5s	94.8%	327.5 MB	954.8 MB	87.7 MB	53.1 MB
143	c0/5d8f51	40115	NFCORE_BACTMAP:BACTMAP:BWA_MEM (D1025689_S01_L001)	COMPLETED	0	2025-04-17 17:03:59.542	24s	22s	236.9%	204.9 MB	747.2 MB	505.9 MB	517.8 MB
279	3a/ddb322	40948	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (D2306204_S01_L001)	COMPLETED	0	2025-04-17 17:04:22.140	3.1s	0ms	104.9%	4.2 MB	26.6 MB	24.8 MB	6.8 KB
283	e5/1fd4d9	41020	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (D1088210_S01_L001)	COMPLETED	0	2025-04-17 17:04:23.337	2.2s	0ms	50.0%	2.6 MB	11 MB	63.5 KB	1.1 KB
280	05/bf9b3e	40984	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (D0595886_S01_L001)	COMPLETED	0	2025-04-17 17:04:22.449	3.5s	1s	98.7%	4.2 MB	26.6 MB	66.8 MB	6.9 KB
150	44/6c401b	40302	NFCORE_BACTMAP:BACTMAP:BWA_MEM (D1742262_S01_L001)	COMPLETED	0	2025-04-17 17:04:04.570	22.3s	21s	233.1%	200.7 MB	747.2 MB	448.8 MB	458 MB
284	51/5c714f	41134	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (D1088210_S01_L001)	COMPLETED	0	2025-04-17 17:04:25.562	2.2s	0ms	103.0%	4.3 MB	26.6 MB	28.6 MB	764 B
287	03/aaf989	41175	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (D1490961_S01_L001)	COMPLETED	0	2025-04-17 17:04:25.952	3.1s	1s	97.4%	4.1 MB	26.6 MB	53.2 MB	6.9 KB
282	a8/9a9fbf	41094	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (D1088210_S01_L001)	COMPLETED	0	2025-04-17 17:04:25.232	4s	2s	101.6%	7.1 MB	28.1 MB	28.6 MB	136.2 KB
289	40/8d3a39	41290	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (D2306204_S01_L001)	COMPLETED	0	2025-04-17 17:04:29.075	2s	0ms	100.0%	0	0	63.7 KB	1.2 KB
290	3e/d48174	41328	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (D2306204_S01_L001)	COMPLETED	0	2025-04-17 17:04:29.198	3.2s	1s	91.9%	6.9 MB	28.1 MB	24.8 MB	74.8 KB
291	35/0fc6d4	41364	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (D2306204_S01_L001)	COMPLETED	0	2025-04-17 17:04:31.044	2s	0ms	101.6%	4.2 MB	26.6 MB	24.8 MB	766 B
152	63/8f7088	40490	NFCORE_BACTMAP:BACTMAP:BWA_MEM (D1507169_S01_L001)	COMPLETED	0	2025-04-17 17:04:08.555	25s	24s	233.2%	203.1 MB	747.2 MB	493.5 MB	502 MB
139	ee/73d1b0	39815	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0281446_S01_L001)	COMPLETED	0	2025-04-17 17:03:53.247	41.4s	39s	143.2%	63.9 MB	8.2 GB	789.8 MB	743.7 MB
294	4e/bb2d8c	41447	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (D0595886_S01_L001)	COMPLETED	0	2025-04-17 17:04:33.086	2.4s	0ms	88.9%	2.7 MB	11 MB	63.9 KB	1.2 KB
156	22/86cbf1	40570	NFCORE_BACTMAP:BACTMAP:BWA_MEM (D1786215_S01_L001)	COMPLETED	0	2025-04-17 17:04:09.789	25.9s	23s	230.2%	190.3 MB	569.6 MB	520.1 MB	522.1 MB
288	b3/e70786	41249	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (D1025689_S01_L001)	COMPLETED	0	2025-04-17 17:04:27.788	8.5s	6s	97.6%	412.3 MB	978.8 MB	110.9 MB	67.6 MB
293	e1/650db0	41406	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (D0595886_S01_L001)	COMPLETED	0	2025-04-17 17:04:32.429	4.2s	2s	98.2%	6.7 MB	28.1 MB	66.8 MB	105 KB
292	1f/fb85ec	41571	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (D0595886_S01_L001)	COMPLETED	0	2025-04-17 17:04:35.478	1.4s	1s	96.9%	4.2 MB	26.6 MB	66.8 MB	772 B
297	2a/d42939	41691	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (D1490961_S01_L001)	COMPLETED	0	2025-04-17 17:04:36.681	2.5s	0ms	100.0%	4.2 MB	26.6 MB	53.2 MB	766 B
298	42/032fc1	41731	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (D1490961_S01_L001)	COMPLETED	0	2025-04-17 17:04:36.932	3.7s	2s	99.5%	6.6 MB	28.1 MB	53.2 MB	104.8 KB
296	0e/877482	41767	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (D1490961_S01_L001)	COMPLETED	0	2025-04-17 17:04:39.146	1.9s	0ms	97.0%	0	0	63.8 KB	1.2 KB
295	b1/12b6de	41653	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (D1742262_S01_L001)	COMPLETED	0	2025-04-17 17:04:36.301	8s	5s	98.3%	356.1 MB	954.8 MB	97.5 MB	58.5 MB
302	4e/3a02aa	41877	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (D1025689_S01_L001)	COMPLETED	0	2025-04-17 17:04:44.334	2.5s	1s	97.1%	4.3 MB	26.6 MB	67.6 MB	6.9 KB
301	7d/b0b41e	41840	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (D1786215_S01_L001)	COMPLETED	0	2025-04-17 17:04:41.070	7.3s	5s	97.9%	392 MB	954.8 MB	99.4 MB	54.4 MB
299	4b/b0384c	41805	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (D1507169_S01_L001)	COMPLETED	0	2025-04-17 17:04:40.649	8.1s	6s	97.5%	383.1 MB	954.8 MB	101.3 MB	57.6 MB
305	ab/e6eb83	41914	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (D1742262_S01_L001)	COMPLETED	0	2025-04-17 17:04:46.796	2.3s	0ms	99.2%	4.2 MB	26.6 MB	58.6 MB	6.8 KB
308	d9/d1b951	41954	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (D1025689_S01_L001)	COMPLETED	0	2025-04-17 17:04:48.344	2.5s	0ms	106.7%	0	0	63.9 KB	1.2 KB
307	32/048f43	42037	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (D1025689_S01_L001)	COMPLETED	0	2025-04-17 17:04:49.052	2.5s	0ms	103.3%	4.3 MB	26.6 MB	67.6 MB	772 B
306	1f/7de4cc	41995	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (D1025689_S01_L001)	COMPLETED	0	2025-04-17 17:04:48.706	3.3s	2s	100.0%	6.7 MB	28.1 MB	67.6 MB	105.3 KB
310	2c/978d73	42075	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (D1786215_S01_L001)	COMPLETED	0	2025-04-17 17:04:50.817	2.5s	0ms	100.7%	4.3 MB	26.6 MB	54.4 MB	7 KB
314	bd/e3257b	42150	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (D1742262_S01_L001)	COMPLETED	0	2025-04-17 17:04:52.026	2.2s	0ms	188.2%	2.7 MB	11 MB	63.7 KB	1.2 KB
311	c9/e8dcaf	42113	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (D1507169_S01_L001)	COMPLETED	0	2025-04-17 17:04:51.539	2.8s	0ms	100.6%	4.2 MB	26.6 MB	57.7 MB	6.6 KB
318	97/98725b	42266	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (D1786215_S01_L001)	COMPLETED	0	2025-04-17 17:04:54.364	1.8s	0ms	177.8%	2.8 MB	11 MB	64 KB	1.2 KB
313	00/cdbd4a	42188	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (D1742262_S01_L001)	COMPLETED	0	2025-04-17 17:04:53.297	3.2s	0ms	100.8%	4.1 MB	26.6 MB	58.6 MB	767 B
160	f0/e675fe	40908	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0717665_S01_L001)	COMPLETED	0	2025-04-17 17:04:21.173	36s	33s	151.9%	73.6 MB	8.2 GB	721.5 MB	686.9 MB
315	7a/47e491	42226	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (D1742262_S01_L001)	COMPLETED	0	2025-04-17 17:04:54.185	3.8s	2s	99.6%	6.6 MB	28.1 MB	58.6 MB	105.2 KB
316	7c/52f799	42346	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (D1786215_S01_L001)	COMPLETED	0	2025-04-17 17:04:56.471	2.7s	1s	99.2%	4.1 MB	26.6 MB	54.4 MB	766 B
321	78/6985a8	42427	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (D1507169_S01_L001)	COMPLETED	0	2025-04-17 17:04:57.991	2.3s	0ms	102.2%	4.3 MB	26.6 MB	57.7 MB	767 B
317	47/de0a6f	42305	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (D1786215_S01_L001)	COMPLETED	0	2025-04-17 17:04:56.197	4.4s	3s	100.8%	6.9 MB	28.1 MB	54.4 MB	144.1 KB
319	62/a3ae9d	42506	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (D1507169_S01_L001)	COMPLETED	0	2025-04-17 17:05:00.273	2s	0ms	177.8%	2.6 MB	11 MB	63.6 KB	1.1 KB
320	37/4fc035	42469	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (D1507169_S01_L001)	COMPLETED	0	2025-04-17 17:04:59.127	4s	2s	100.7%	6.6 MB	28.1 MB	57.7 MB	97.2 KB
161	31/4dccaf	41058	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0262590_S01_L001)	COMPLETED	0	2025-04-17 17:04:23.549	45.7s	44s	141.1%	94.3 MB	8.2 GB	781.3 MB	740.1 MB
165	83/f0b8b2	41485	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0784258_S01_L001)	COMPLETED	0	2025-04-17 17:04:33.589	36.7s	35s	151.5%	64.4 MB	8.2 GB	764 MB	728.2 MB
168	33/faabae	41526	NFCORE_BACTMAP:BACTMAP:BWA_MEM (D0570846_S01_L001)	COMPLETED	0	2025-04-17 17:04:34.614	39.4s	37s	247.2%	244.6 MB	747.2 MB	890.5 MB	918 MB
164	45/6a13e5	41208	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0320058_S01_L001)	COMPLETED	0	2025-04-17 17:04:26.911	48.1s	46s	138.8%	75.4 MB	8.2 GB	784 MB	735.5 MB
169	06/58e768	41611	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0133463_S01_L001)	COMPLETED	0	2025-04-17 17:04:35.657	41.8s	39s	147.6%	69.4 MB	8.2 GB	791.7 MB	740.5 MB
325	f5/66713c	42737	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (D0570846_S01_L001)	COMPLETED	0	2025-04-17 17:05:14.999	13.7s	12s	98.1%	784.2 MB	1 GB	188.1 MB	118.6 MB
176	20/fb7650	42556	NFCORE_BACTMAP:BACTMAP:BWA_MEM (D0892467_S01_L001)	COMPLETED	0	2025-04-17 17:05:02.234	29.3s	28s	246.2%	205.3 MB	747.2 MB	717.8 MB	738.2 MB
172	a6/69b965	42387	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D1130644_S01_L001)	COMPLETED	0	2025-04-17 17:04:57.225	34.6s	33s	153.1%	73.5 MB	8.2 GB	780.3 MB	743.2 MB
329	cc/48dd16	42837	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (D0570846_S01_L001)	COMPLETED	0	2025-04-17 17:05:29.696	3s	1s	100.8%	4.3 MB	26.6 MB	118.7 MB	6.7 KB
203	29/af7d14	42731	NFCORE_BACTMAP:BACTMAP:BWA_MEM (D1874688_S01_L001)	COMPLETED	0	2025-04-17 17:05:14.993	27.9s	26s	236.7%	212 MB	747.2 MB	601.8 MB	612.9 MB
330	9d/bf8f25	42952	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (D0892467_S01_L001)	COMPLETED	0	2025-04-17 17:05:32.739	11.2s	9s	98.3%	581.6 MB	978.8 MB	158.3 MB	94.6 MB
333	3a/332449	43034	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (D0570846_S01_L001)	COMPLETED	0	2025-04-17 17:05:43.975	1.9s	0ms	88.9%	0	0	63.7 KB	1.2 KB
198	c4/535998	42691	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D1130645_S01_L001)	COMPLETED	0	2025-04-17 17:05:14.006	32.1s	30s	156.8%	85.3 MB	8.2 GB	770.5 MB	737.2 MB
187	50/a8badf	42613	NFCORE_BACTMAP:BACTMAP:BWA_MEM (D0110039_S01_L001)	COMPLETED	0	2025-04-17 17:05:09.301	39.6s	38s	243.8%	250.3 MB	747.2 MB	903.3 MB	918 MB
334	f9/e7f606	43072	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (D0570846_S01_L001)	COMPLETED	0	2025-04-17 17:05:45.866	5.6s	4s	96.2%	6.4 MB	28.1 MB	118.7 MB	73.8 KB
332	ea/e422ae	43191	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (D0570846_S01_L001)	COMPLETED	0	2025-04-17 17:05:51.445	2.8s	1s	99.3%	4.4 MB	26.6 MB	118.7 MB	775 B
190	8a/9f2ca1	42653	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0537729_S01_L001)	COMPLETED	0	2025-04-17 17:05:10.306	44.1s	42s	138.0%	70.8 MB	8.2 GB	774 MB	729.3 MB
335	b2/508b46	43232	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (D1874688_S01_L001)	COMPLETED	0	2025-04-17 17:05:54.256	8s	6s	98.6%	506.6 MB	978.8 MB	109.3 MB	53.6 MB
337	05/2a999b	43309	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (D0892467_S01_L001)	COMPLETED	0	2025-04-17 17:06:02.278	2.5s	1s	99.7%	4.3 MB	26.6 MB	94.7 MB	6.9 KB
205	06/9c17c8	42797	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0717763_S01_L001)	COMPLETED	0	2025-04-17 17:05:17.457	50.5s	49s	133.5%	68.7 MB	8.2 GB	766.7 MB	726.1 MB
218	be/ff2bb1	42913	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D1212247_S01_L001)	COMPLETED	0	2025-04-17 17:05:31.847	43.3s	41s	143.6%	79.2 MB	8.2 GB	777.7 MB	733.1 MB
339	f1/132e6f	43344	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (D0110039_S01_L001)	COMPLETED	0	2025-04-17 17:06:04.751	12.6s	11s	99.3%	784.7 MB	1 GB	188.1 MB	118.6 MB
342	e7/5e2f29	43462	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (D1874688_S01_L001)	COMPLETED	0	2025-04-17 17:06:17.319	2.4s	1s	100.1%	4.2 MB	26.6 MB	53.6 MB	7 KB
344	20/3863ab	43500	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (D0892467_S01_L001)	COMPLETED	0	2025-04-17 17:06:19.678	2.5s	1s	88.2%	4.2 MB	26.6 MB	94.7 MB	773 B
226	fb/57dc73	43111	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D2306186_S01_L001)	COMPLETED	0	2025-04-17 17:05:46.060	36.7s	35s	154.8%	74.3 MB	8.2 GB	788.2 MB	750.9 MB
345	54/86830a	43540	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (D0892467_S01_L001)	COMPLETED	0	2025-04-17 17:06:22.205	2.2s	0ms	228.6%	2.8 MB	11 MB	63.9 KB	1.2 KB
214	89/3fc43e	42874	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0465287_S01_L001)	COMPLETED	0	2025-04-17 17:05:31.567	55.7s	54s	134.4%	76.5 MB	8.2 GB	810.1 MB	748.8 MB
343	fb/6d6b3d	43619	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (D0892467_S01_L001)	COMPLETED	0	2025-04-17 17:06:24.362	4.6s	3s	99.7%	6.7 MB	28.1 MB	94.7 MB	107.8 KB
349	f0/09e437	43697	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (D0110039_S01_L001)	COMPLETED	0	2025-04-17 17:06:28.931	2.7s	1s	100.3%	4.2 MB	26.6 MB	118.7 MB	6.7 KB
352	ad/e8baf4	43735	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (D1874688_S01_L001)	COMPLETED	0	2025-04-17 17:06:31.607	2.3s	1s	100.6%	4.3 MB	26.6 MB	53.6 MB	774 B
220	c8/d47c9f	42994	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0331520_S01_L001)	COMPLETED	0	2025-04-17 17:05:42.883	52.9s	51s	136.7%	110.8 MB	8.2 GB	806.8 MB	747.7 MB
350	07/a314a1	43774	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (D1874688_S01_L001)	COMPLETED	0	2025-04-17 17:06:33.896	2s	0ms	88.9%	2.8 MB	11 MB	63.9 KB	1.2 KB
245	a8/99adc8	43271	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D1251843_S01_L001)	COMPLETED	0	2025-04-17 17:05:54.457	42.6s	41s	145.5%	63.2 MB	8.2 GB	773 MB	736.6 MB
351	82/7ea973	43857	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (D1874688_S01_L001)	COMPLETED	0	2025-04-17 17:06:35.921	4.3s	2s	99.8%	6.9 MB	28.1 MB	53.6 MB	87.4 KB
355	5c/622cd4	43935	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (D0110039_S01_L001)	COMPLETED	0	2025-04-17 17:06:40.248	1.8s	0ms	188.2%	0	0	63.6 KB	1.2 KB
234	3c/940bf7	43150	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0305916_S01_L001)	COMPLETED	0	2025-04-17 17:05:48.862	56.2s	54s	134.8%	64 MB	8.2 GB	833.2 MB	762.3 MB
274	d4/eed04e	43897	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0287766_S01_L001)	COMPLETED	0	2025-04-17 17:06:37.082	8.8s	7s	112.6%	23.5 MB	2.1 GB	14.8 MB	14.8 MB
356	10/b0f28e	43977	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (D0110039_S01_L001)	COMPLETED	0	2025-04-17 17:06:42.072	5.3s	3s	100.0%	6.4 MB	28.1 MB	118.7 MB	73.8 KB
357	7c/84c383	44098	NFCORE_BACTMAP:BACTMAP:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (D0110039_S01_L001)	COMPLETED	0	2025-04-17 17:06:47.353	2.7s	1s	101.9%	4.3 MB	26.6 MB	118.7 MB	776 B
246	c0/051ad8	43384	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D1816817_S01_L001)	COMPLETED	0	2025-04-17 17:06:07.953	48.3s	46s	139.2%	70.5 MB	8.2 GB	782.5 MB	732.3 MB
361	94/d078f2	44138	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0287766_S01_L001)	COMPLETED	0	2025-04-17 17:06:50.008	10.7s	9s	106.7%	147.8 MB	2.2 GB	21.4 MB	1.6 MB
265	5e/d01030	43659	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D2453159_S01_L001)	COMPLETED	0	2025-04-17 17:06:27.231	33.9s	32s	157.5%	83.7 MB	8.2 GB	792.1 MB	748.6 MB
285	8d/162db8	44180	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0340971_S01_L001)	COMPLETED	0	2025-04-17 17:06:56.230	7.5s	6s	113.0%	21.7 MB	2.1 GB	8.5 MB	8.6 MB
300	db/d1cbb7	44272	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0281446_S01_L001)	COMPLETED	0	2025-04-17 17:07:03.700	8.4s	7s	113.5%	17.7 MB	2.1 GB	13.9 MB	13.9 MB
271	b7/be2359	43815	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D1088210_S01_L001)	COMPLETED	0	2025-04-17 17:06:35.762	37.8s	35s	150.0%	87 MB	8.2 GB	748.8 MB	706.1 MB
364	f4/b87990	44301	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0340971_S01_L001)	COMPLETED	0	2025-04-17 17:07:04.704	9s	7s	112.7%	90.4 MB	2.1 GB	15.2 MB	1.6 MB
252	8a/a7b8fb	43424	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0372208_S01_L001)	COMPLETED	0	2025-04-17 17:06:15.101	58.8s	56s	133.7%	69.6 MB	8.2 GB	841.2 MB	766.9 MB
259	ef/f3c126	43580	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0599005_S01_L001)	COMPLETED	0	2025-04-17 17:06:22.746	55.4s	53s	135.1%	77.9 MB	8.2 GB	828.8 MB	759.3 MB
365	43/53ec88	44425	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0281446_S01_L001)	COMPLETED	0	2025-04-17 17:07:13.748	10.3s	8s	105.0%	158.2 MB	2.2 GB	20.5 MB	1.6 MB
278	a5/114be9	44017	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D2306204_S01_L001)	COMPLETED	0	2025-04-17 17:06:45.110	44.2s	42s	143.8%	82.2 MB	8.2 GB	803.7 MB	758.1 MB
322	98/2d0bf7	44560	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0717665_S01_L001)	COMPLETED	0	2025-04-17 17:07:29.317	7.3s	6s	115.5%	25.6 MB	2.1 GB	8.9 MB	9 MB
323	c5/0cbdfb	44600	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0262590_S01_L001)	COMPLETED	0	2025-04-17 17:07:36.645	7.8s	6s	115.7%	21.7 MB	2.1 GB	11.6 MB	11.6 MB
370	7b/78baa2	44630	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0717665_S01_L001)	COMPLETED	0	2025-04-17 17:07:37.650	7.9s	7s	112.7%	90.7 MB	2.1 GB	15.7 MB	1.6 MB
