task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
324	42/69d55a	44672	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0784258_S01_L001)	COMPLETED	0	2025-04-17 17:07:44.418	7.9s	6s	114.5%	19.9 MB	2.1 GB	10.9 MB	11 MB
371	18/898a92	44711	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0262590_S01_L001)	COMPLETED	0	2025-04-17 17:07:45.568	9.6s	8s	111.1%	151.8 MB	2.2 GB	18.2 MB	1.6 MB
286	4b/dccb02	44232	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D1490961_S01_L001)	COMPLETED	0	2025-04-17 17:07:01.096	57s	55s	133.4%	95.4 MB	8.2 GB	825.3 MB	752.2 MB
281	47/93ff6d	44057	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0595886_S01_L001)	COMPLETED	0	2025-04-17 17:06:45.889	1m 12s	1m 10s	126.8%	63.9 MB	8.2 GB	853.6 MB	764.5 MB
326	03/741c2f	44753	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0320058_S01_L001)	COMPLETED	0	2025-04-17 17:07:52.329	8s	6s	112.0%	13.9 MB	2.1 GB	12.1 MB	12.1 MB
372	6a/fdfcaf	44791	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0784258_S01_L001)	COMPLETED	0	2025-04-17 17:07:55.136	9.5s	8s	109.8%	138.4 MB	2.2 GB	17.6 MB	1.6 MB
327	d2/dfd508	44834	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0133463_S01_L001)	COMPLETED	0	2025-04-17 17:07:58.064	8.3s	6s	113.6%	21.7 MB	2.1 GB	13.6 MB	13.7 MB
331	53/826fdd	44913	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D1130644_S01_L001)	COMPLETED	0	2025-04-17 17:08:00.377	8s	6s	112.2%	21.9 MB	2.1 GB	12.6 MB	12.6 MB
375	59/621fb6	44954	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0320058_S01_L001)	COMPLETED	0	2025-04-17 17:08:04.646	9.3s	8s	111.1%	151.7 MB	2.2 GB	18.8 MB	1.6 MB
304	05/7dc99a	44383	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D1742262_S01_L001)	COMPLETED	0	2025-04-17 17:07:13.521	1m 3s	1m	130.9%	74.2 MB	8.2 GB	844.4 MB	764.1 MB
338	37/68fbd3	45032	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D1130645_S01_L001)	COMPLETED	0	2025-04-17 17:08:08.387	8.1s	6s	113.1%	21.9 MB	2.1 GB	11.8 MB	11.8 MB
303	01/ed9a91	44343	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D1025689_S01_L001)	COMPLETED	0	2025-04-17 17:07:12.106	1m 9s	1m 7s	127.2%	85.3 MB	8.2 GB	855.3 MB	765.5 MB
312	03/e794f2	44505	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D1507169_S01_L001)	COMPLETED	0	2025-04-17 17:07:18.147	1m 5s	1m 3s	129.3%	66 MB	8.2 GB	836.7 MB	755.8 MB
376	6a/d03df0	45074	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0133463_S01_L001)	COMPLETED	0	2025-04-17 17:08:13.949	9.7s	8s	109.6%	153.3 MB	2.2 GB	20.3 MB	1.6 MB
340	2d/9085cc	45116	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0537729_S01_L001)	COMPLETED	0	2025-04-17 17:08:16.317	8.3s	6s	112.6%	23.7 MB	2.1 GB	10.9 MB	11 MB
346	09/b1b34b	45197	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0717763_S01_L001)	COMPLETED	0	2025-04-17 17:08:21.213	7.6s	6s	113.9%	25.6 MB	2.1 GB	10.7 MB	10.8 MB
347	2a/7e2768	45237	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D1212247_S01_L001)	COMPLETED	0	2025-04-17 17:08:23.403	7.9s	6s	112.7%	33.4 MB	2.1 GB	11.4 MB	11.5 MB
309	f8/98f178	44465	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D1786215_S01_L001)	COMPLETED	0	2025-04-17 17:07:13.926	1m 18s	1m 16s	123.7%	81.6 MB	8.2 GB	841.2 MB	768.2 MB
377	11/1551e7	45276	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D1130644_S01_L001)	COMPLETED	0	2025-04-17 17:08:23.657	10s	9s	108.2%	179.6 MB	2.2 GB	19.2 MB	1.6 MB
353	ab/8aaf0d	45359	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D2306186_S01_L001)	COMPLETED	0	2025-04-17 17:08:28.823	8.2s	6s	112.3%	25.6 MB	2.1 GB	15.3 MB	15.3 MB
354	8f/0ea76a	45397	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0465287_S01_L001)	COMPLETED	0	2025-04-17 17:08:31.297	8.3s	7s	113.9%	27.5 MB	2.1 GB	15.9 MB	15.9 MB
358	d0/9f9229	45437	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0331520_S01_L001)	COMPLETED	0	2025-04-17 17:08:32.241	7.8s	6s	115.7%	25.6 MB	2.1 GB	13.6 MB	13.6 MB
379	e4/3ebd68	45479	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D1130645_S01_L001)	COMPLETED	0	2025-04-17 17:08:33.665	9.6s	8s	108.6%	156 MB	2.2 GB	18.4 MB	1.6 MB
359	34/f09e4a	45522	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D1251843_S01_L001)	COMPLETED	0	2025-04-17 17:08:36.984	7.8s	6s	112.2%	17.8 MB	2.1 GB	14.6 MB	14.6 MB
362	36/a02c9c	45602	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D1816817_S01_L001)	COMPLETED	0	2025-04-17 17:08:40.053	7.8s	6s	113.1%	21.7 MB	2.1 GB	11.8 MB	11.9 MB
360	d6/85bb8d	45562	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0305916_S01_L001)	COMPLETED	0	2025-04-17 17:08:39.600	9s	7s	111.7%	27.4 MB	2.1 GB	18.1 MB	18.1 MB
382	de/aa2987	45640	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0537729_S01_L001)	COMPLETED	0	2025-04-17 17:08:43.311	9.1s	7s	111.8%	141.3 MB	2.2 GB	17.6 MB	1.6 MB
363	3e/9578d5	45681	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D2453159_S01_L001)	COMPLETED	0	2025-04-17 17:08:44.803	8s	6s	113.4%	19.8 MB	2.1 GB	13.3 MB	13.3 MB
366	21/7f3e8d	45721	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D1088210_S01_L001)	COMPLETED	0	2025-04-17 17:08:47.841	7.4s	5s	113.9%	27.2 MB	2.1 GB	10.9 MB	11 MB
367	bf/c1dcd7	45760	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0372208_S01_L001)	COMPLETED	0	2025-04-17 17:08:48.651	8.4s	7s	110.6%	21.7 MB	2.1 GB	18.1 MB	18.1 MB
368	f9/c21938	45838	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0599005_S01_L001)	COMPLETED	0	2025-04-17 17:08:52.824	8.2s	6s	111.8%	21.8 MB	2.1 GB	16.8 MB	16.8 MB
383	61/79b233	45797	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0717763_S01_L001)	COMPLETED	0	2025-04-17 17:08:52.375	8.8s	7s	112.6%	114.6 MB	2.2 GB	17.4 MB	1.6 MB
369	4e/ee3ee8	45876	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D2306204_S01_L001)	COMPLETED	0	2025-04-17 17:08:55.262	8.3s	7s	112.7%	23.6 MB	2.1 GB	17.6 MB	17.6 MB
373	c5/a23542	45915	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D1490961_S01_L001)	COMPLETED	0	2025-04-17 17:08:57.063	8.4s	6s	112.6%	21.6 MB	2.1 GB	16.7 MB	16.7 MB
374	0b/dcc05e	45955	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0595886_S01_L001)	COMPLETED	0	2025-04-17 17:09:01.028	8.4s	6s	113.0%	25.6 MB	2.1 GB	19 MB	19 MB
384	3f/d0b884	45995	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D1212247_S01_L001)	COMPLETED	0	2025-04-17 17:09:01.159	9.1s	7s	110.1%	144.6 MB	2.2 GB	18.1 MB	1.6 MB
378	92/98961d	46035	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D1742262_S01_L001)	COMPLETED	0	2025-04-17 17:09:03.523	8.1s	7s	112.7%	19.9 MB	2.1 GB	18.5 MB	18.5 MB
380	1e/5681ae	46075	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D1025689_S01_L001)	COMPLETED	0	2025-04-17 17:09:05.455	8.3s	7s	111.9%	21.6 MB	2.1 GB	18.9 MB	18.9 MB
381	fd/443205	46118	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D1507169_S01_L001)	COMPLETED	0	2025-04-17 17:09:09.402	8.5s	7s	112.1%	25.6 MB	2.1 GB	20 MB	19.9 MB
385	6b/77b2b9	46200	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D1786215_S01_L001)	COMPLETED	0	2025-04-17 17:09:11.584	8.4s	7s	111.5%	19.7 MB	2.1 GB	15.3 MB	15.3 MB
386	9e/d7b634	46159	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D2306186_S01_L001)	COMPLETED	0	2025-04-17 17:09:10.307	10.2s	8s	109.1%	170 MB	2.2 GB	21.9 MB	1.6 MB
388	4b/55e3f5	46246	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0331520_S01_L001)	COMPLETED	0	2025-04-17 17:09:13.766	10.7s	8s	107.6%	151.5 MB	2.2 GB	20.2 MB	1.6 MB
387	69/56c170	46239	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0465287_S01_L001)	COMPLETED	0	2025-04-17 17:09:13.761	11s	9s	107.1%	141.3 MB	2.2 GB	22.5 MB	1.6 MB
390	c4/799688	46316	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D1816817_S01_L001)	COMPLETED	0	2025-04-17 17:09:17.899	10.6s	8s	107.8%	127.7 MB	2.2 GB	18.5 MB	1.6 MB
389	6e/d5eafd	46310	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D1251843_S01_L001)	COMPLETED	0	2025-04-17 17:09:17.892	10.9s	9s	106.4%	149.1 MB	2.2 GB	21.3 MB	1.6 MB
393	df/40cab6	46453	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D1088210_S01_L001)	COMPLETED	0	2025-04-17 17:09:20.536	10.3s	9s	104.5%	129.2 MB	2.2 GB	17.6 MB	1.6 MB
391	e8/b1c54c	46381	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0305916_S01_L001)	COMPLETED	0	2025-04-17 17:09:20.025	11.7s	9s	107.3%	161.9 MB	2.2 GB	24.8 MB	1.6 MB
392	c7/a16cb8	46388	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D2453159_S01_L001)	COMPLETED	0	2025-04-17 17:09:20.030	11.9s	10s	105.9%	154.1 MB	2.2 GB	19.9 MB	1.6 MB
394	60/0f7662	46490	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0372208_S01_L001)	COMPLETED	0	2025-04-17 17:09:24.427	11.4s	10s	106.8%	168.2 MB	2.2 GB	24.8 MB	1.6 MB
395	c2/4d1abb	46532	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0599005_S01_L001)	COMPLETED	0	2025-04-17 17:09:24.792	11.3s	9s	104.8%	163.3 MB	2.2 GB	23.4 MB	1.6 MB
336	7f/d5290d	44993	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0892467_S01_L001)	COMPLETED	0	2025-04-17 17:08:06.378	1m 30s	1m 29s	119.3%	71.7 MB	8.2 GB	890.7 MB	772.7 MB
396	f9/925ec5	46571	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D2306204_S01_L001)	COMPLETED	0	2025-04-17 17:09:28.543	11.3s	10s	106.5%	158.9 MB	2.2 GB	24.2 MB	1.6 MB
397	44/7a6056	46609	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D1490961_S01_L001)	COMPLETED	0	2025-04-17 17:09:28.820	11.2s	9s	105.8%	140.2 MB	2.2 GB	23.4 MB	1.6 MB
398	86/5d7d9a	46647	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0595886_S01_L001)	COMPLETED	0	2025-04-17 17:09:30.797	10.7s	9s	107.6%	157.1 MB	2.2 GB	25.7 MB	1.6 MB
399	66/e643a6	46689	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D1742262_S01_L001)	COMPLETED	0	2025-04-17 17:09:31.758	10.9s	9s	106.3%	155.5 MB	2.2 GB	25.1 MB	1.6 MB
400	39/3a3c01	46729	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D1025689_S01_L001)	COMPLETED	0	2025-04-17 17:09:31.960	10.9s	9s	106.4%	152.8 MB	2.2 GB	25.5 MB	1.6 MB
341	31/9d8b7a	45156	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D1874688_S01_L001)	COMPLETED	0	2025-04-17 17:08:16.475	1m 27s	1m 25s	121.3%	75.6 MB	8.2 GB	875.9 MB	793.1 MB
328	57/31d1b3	44874	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0570846_S01_L001)	COMPLETED	0	2025-04-17 17:07:58.238	1m 46s	1m 44s	118.0%	81.1 MB	8.2 GB	953.6 MB	806.6 MB
403	a7/022d20	46851	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0892467_S01_L001)	COMPLETED	0	2025-04-17 17:09:36.787	8.8s	7s	106.3%	12.1 MB	2.1 GB	20.1 MB	20.1 MB
401	5e/24f82e	46770	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D1507169_S01_L001)	COMPLETED	0	2025-04-17 17:09:35.805	10.3s	8s	107.7%	151.1 MB	2.2 GB	26.6 MB	1.6 MB
402	59/03efe4	46812	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D1786215_S01_L001)	COMPLETED	0	2025-04-17 17:09:36.143	10.6s	9s	107.6%	168.1 MB	2.2 GB	21.9 MB	1.6 MB
404	8b/551d0d	46950	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D1874688_S01_L001)	COMPLETED	0	2025-04-17 17:09:43.104	8.1s	6s	113.8%	31.2 MB	2.1 GB	26 MB	25.9 MB
405	95/db8020	46988	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0570846_S01_L001)	COMPLETED	0	2025-04-17 17:09:44.285	8.1s	7s	114.6%	29.3 MB	2.1 GB	25.1 MB	25 MB
406	02/111181	47028	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0892467_S01_L001)	COMPLETED	0	2025-04-17 17:09:45.554	9s	7s	116.2%	162.8 MB	2.2 GB	26.7 MB	1.6 MB
407	59/497aa7	47097	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D1874688_S01_L001)	COMPLETED	0	2025-04-17 17:09:51.243	8.3s	7s	119.8%	164.5 MB	2.2 GB	32.6 MB	1.6 MB
408	07/e5b62c	47136	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0570846_S01_L001)	COMPLETED	0	2025-04-17 17:09:52.355	8.7s	7s	117.9%	163.7 MB	2.2 GB	31.7 MB	1.6 MB
348	6b/186603	45317	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_MPILEUP (D0110039_S01_L001)	COMPLETED	0	2025-04-17 17:08:24.603	1m 41s	1m 40s	119.3%	69.9 MB	8.2 GB	953.6 MB	806.6 MB
409	4d/c1c020	47217	NFCORE_BACTMAP:BACTMAP:VARIANTS_BCFTOOLS:BCFTOOLS_FILTER (D0110039_S01_L001)	COMPLETED	0	2025-04-17 17:10:05.393	7s	6s	123.0%	35.2 MB	2.1 GB	25.1 MB	25 MB
410	bf/3ee92a	47259	NFCORE_BACTMAP:BACTMAP:VCF2PSEUDOGENOME (D0110039_S01_L001)	COMPLETED	0	2025-04-17 17:10:12.381	8s	6s	124.3%	174.4 MB	2.2 GB	31.7 MB	1.6 MB
411	ea/7d8fa8	47301	NFCORE_BACTMAP:BACTMAP:ALIGNPSEUDOGENOMES	COMPLETED	0	2025-04-17 17:10:20.414	11.9s	10s	621.9%	62.9 MB	2.1 GB	340.9 MB	59 MB
413	bc/beaefa	47407	NFCORE_BACTMAP:BACTMAP:SNPSITES	COMPLETED	0	2025-04-17 17:10:32.367	2.4s	1s	95.7%	2.9 MB	22.1 MB	172 MB	383.9 KB
412	a1/518d9d	47414	NFCORE_BACTMAP:BACTMAP:GUBBINS	COMPLETED	0	2025-04-17 17:10:32.370	51.1s	50s	118.7%	154.9 MB	273.1 MB	2.2 GB	370.5 MB
414	92/45fc98	47487	NFCORE_BACTMAP:BACTMAP:CREATE_PHYLOGENY:IQTREE	COMPLETED	0	2025-04-17 17:11:23.466	9.3s	8s	139.4%	217.8 MB	381.9 MB	78.1 KB	115.2 KB
415	09/f28621	47529	NFCORE_BACTMAP:BACTMAP:GET_SOFTWARE_VERSIONS	COMPLETED	0	2025-04-17 17:11:32.830	1.5s	0ms	60.4%	6 MB	30.2 MB	193.5 KB	1.1 KB
416	83/c80c09	47580	NFCORE_BACTMAP:BACTMAP:MULTIQC (1)	COMPLETED	0	2025-04-17 17:11:34.393	42.6s	41.9s	117.3%	309.6 MB	2.4 GB	3.1 GB	91 MB
